³âµµ,È¸Â÷,ÃßÃ·ÀÏ,1µî´çÃ·ÀÚ¼ö,1µî´çÃ·±Ý¾×,2µî´çÃ·ÀÚ¼ö,2µî´çÃ·±Ý¾×,3µî´çÃ·ÀÚ¼ö,3µî´çÃ·±Ý¾×,4µî´çÃ·ÀÚ¼ö,4µî´çÃ·±Ý¾×,5µî´çÃ·ÀÚ¼ö,5µî´çÃ·±Ý¾×,´çÃ·¹øÈ£1,´çÃ·¹øÈ£2,´çÃ·¹øÈ£3,´çÃ·¹øÈ£4,´çÃ·¹øÈ£5,´çÃ·¹øÈ£6,´çÃ·¹øÈ£º¸³Ê½º
,326,2009.02.28,6,1832134550 ,31,59101115 ,"1,335",1372386 ,"64,087",57177 ,"1,058,186",5000 ,16,23,25,33,36,39,40
,325,2009.02.21,6,1806122450 ,33,54730984 ,"1,258",1435710 ,"62,629",57677 ,"1,051,453",5000 ,7,17,20,32,44,45,33
,324,2009.02.14,6,1865130350 ,40,46628259 ,"1,228",1518836 ,"62,473",59710 ,"1,068,571",5000 ,2,4,21,25,33,36,17
,323,2009.02.07,8,1461025388 ,27,72149402 ,"1,175",1657902 ,"60,796",64085 ,"1,024,880",5000 ,10,14,15,32,36,42,3
,322,2009.01.31,6,1904544700 ,29,65673956 ,"1,465",1300031 ,"67,829",56158 ,"1,085,740",5000 ,9,18,29,32,38,43,20
,321,2009.01.24,6,1959136100 ,35,55975318 ,"1,276",1535374 ,"68,791",56960 ,"1,143,526",5000 ,12,18,20,21,25,34,42
,320,2009.01.17,2,5513067900 ,25,73507572 ,"1,081",1699991 ,"57,061",64412 ,"990,610",5000 ,16,19,23,25,41,45,3
,319,2009.01.10,5,2135659380 ,26,68450622 ,"1,151",1546235 ,"59,490",59833 ,"984,086",5000 ,5,8,22,28,33,42,37
,318,2009.01.03,9,1207436600 ,28,64684104 ,"1,381",1311481 ,"64,077",56531 ,"1,044,063",5000 ,2,17,19,20,34,45,21
2008,317,2008.12.27,4,2576258550 ,25,68700228 ,"1,132",1517232 ,"57,565",59672 ,"978,500",5000 ,3,10,11,22,36,39,8
,316,2008.12.20,6,1673586400 ,29,57709876 ,"1,398",1197130 ,"68,356",48967 ,"1,060,204",5000 ,10,11,21,27,31,39,43
,315,2008.12.13,8,1308728625 ,32,54530360 ,"1,063",1641554 ,"56,207",62091 ,"943,975",5000 ,1,13,33,35,43,45,23
,314,2008.12.06,6,1660512200 ,24,69188009 ,"1,067",1556244 ,"54,892",60502 ,"911,785",5000 ,15,17,19,34,38,41,2
,313,2008.11.29,6,1715422800 ,26,65977800 ,"1,120",1531628 ,"55,743",61548 ,"936,364",5000 ,9,17,34,35,43,45,2
,312,2008.11.22,15,629017820 ,58,27112838 ,"2,064",761892 ,"91,934",34211 ,"1,080,450",5000 ,2,3,5,6,12,20,25
,311,2008.11.15,8,1237691063 ,43,38378018 ,"1,363",1210752 ,"64,780",50950 ,"1,020,412",5000 ,4,12,24,27,28,32,10
,310,2008.11.08,8,1296713325 ,29,59619004 ,"1,086",1592036 ,"53,956",64088 ,"913,906",5000 ,1,5,19,28,34,41,16
,309,2008.11.01,11,901622946 ,25,66119016 ,"1,390",1189191 ,"69,125",47826 ,"1,109,802",5000 ,1,2,5,11,18,36,22
,308,2008.10.25,1,10232872800 ,27,63165882 ,978,1743844 ,"53,749",63461 ,"922,984",5000 ,14,15,17,19,37,45,40
,307,2008.10.18,4,2587643250 ,28,61610554 ,"1,177",1465672 ,"59,400",58085 ,"937,908",5000 ,5,15,21,23,25,45,12
,306,2008.10.11,5,2102669520 ,23,76183679 ,"1,219",1437428 ,"56,687",61822 ,"937,697",5000 ,4,18,23,30,34,41,19
,305,2008.10.04,5,2008210140 ,34,49220837 ,"1,377",1215330 ,"66,162",50589 ,"1,049,049",5000 ,7,8,18,21,23,39,9
,304,2008.09.27,6,1661646150 ,37,44909356 ,"1,426",1165250 ,"62,096",53519 ,"992,573",5000 ,4,10,16,26,33,41,38
,303,2008.09.20,6,1672749000 ,29,57681000 ,"1,158",1444516 ,"56,266",59459 ,"938,678",5000 ,2,14,17,30,38,45,43
,302,2008.09.13,2,5472167250 ,44,41455813 ,"1,134",1608515 ,"59,455",61360 ,"990,149",5000 ,13,19,20,32,38,42,4
,301,2008.09.06,7,1447385015 ,47,35927997 ,"1,271",1328573 ,"65,756",51361 ,"1,060,486",5000 ,7,11,13,33,37,43,26
,300,2008.08.30,12,836092425 ,34,49181908 ,"1,416",1180922 ,"70,193",47646 ,"1,102,135",5000 ,7,9,10,12,26,38,39
,299,2008.08.23,7,1483772529 ,29,59691999 ,"1,118",1548362 ,"58,114",59575 ,"984,255",5000 ,1,3,20,25,36,45,24
,298,2008.08.16,1,9909778500 ,40,41290744 ,"1,353",1220717 ,"63,561",51970 ,"1,011,908",5000 ,5,9,27,29,37,40,19
,297,2008.08.09,2,5056668750 ,28,60198438 ,"1,275",1322005 ,"61,258",55032 ,"993,035",5000 ,6,11,19,20,28,32,34
,296,2008.08.02,8,3066088275 ,53,46243415 ,"2,066",1186303 ,"89,945",54498 ,"1,435,988",5000 ,3,8,15,27,30,45,44
,295,2008.07.26,0,0 ,26,62969875 ,"1,013",1616207 ,"55,376",59131 ,"950,380",5000 ,1,4,12,16,18,38,8
,294,2008.07.19,4,2406504975 ,26,61705256 ,"1,137",1411027 ,"56,795",56496 ,"947,708",5000 ,6,10,17,30,37,38,40
,293,2008.07.12,6,1656764400 ,21,78893543 ,"1,154",1435672 ,"61,059",54268 ,"926,442",5000 ,1,9,17,21,29,33,24
,292,2008.07.05,14,720373950 ,37,45428988 ,"1,688",995778 ,"66,893",50256 ,"977,718",5000 ,17,18,31,32,33,34,10
,291,2008.06.28,7,1450585200 ,39,43393575 ,"1,227",1379258 ,"62,513",54144 ,"1,029,643",5000 ,3,7,8,18,20,42,45
,290,2008.06.21,13,2149214424 ,61,51251650 ,"2,297",1361059 ,"106,752",58573 ,"1,783,529",5000 ,8,13,18,32,39,45,7
,289,2008.06.14,0,0 ,24,63761694 ,"1,019",1501748 ,"52,281",58541 ,"880,103",5000 ,3,14,33,37,38,42,10
,288,2008.06.07,4,2357261550 ,24,65479488 ,"1,056",1488171 ,"50,246",62553 ,"853,998",5000 ,1,12,17,28,35,41,10
,287,2008.05.31,7,1328657100 ,37,41894594 ,"1,330",1165489 ,"60,597",51161 ,"962,149",5000 ,6,12,24,27,35,37,41
,286,2008.05.24,3,3236566300 ,27,59936413 ,"1,033",1566586 ,"48,857",66246 ,"857,882",5000 ,1,15,19,40,42,44,17
,285,2008.05.17,3,3164370100 ,26,60853272 ,"1,017",1555738 ,"51,283",61705 ,"872,117",5000 ,13,33,37,40,41,45,2
,284,2008.05.10,3,3117640300 ,14,111344297 ,955,1632273 ,"50,537",61691 ,"859,700",5000 ,2,7,15,24,30,45,28
,283,2008.05.03,3,3137224600 ,24,65358846 ,"1,061",1478429 ,"52,989",59206 ,"876,107",5000 ,6,8,18,31,38,45,42
,282,2008.04.26,7,1322052643 ,32,48199836 ,"1,523",1012735 ,"66,297",46530 ,"1,020,328",5000 ,2,5,10,18,31,32,30
,281,2008.04.19,6,1554683200 ,37,42018465 ,"1,491",1042712 ,"74,543",41713 ,"970,685",5000 ,1,3,4,6,14,41,12
,280,2008.04.12,7,1355258529 ,27,58560554 ,"1,145",1380904 ,"53,915",58653 ,"905,130",5000 ,10,11,23,24,36,37,35
,279,2008.04.05,5,1914205320 ,27,59080412 ,"1,088",1466150 ,"55,421",57566 ,"922,712",5000 ,7,16,31,36,37,38,11
,278,2008.03.29,3,3186530000 ,27,59009815 ,"1,089",1463054 ,"55,643",57268 ,"922,288",5000 ,3,11,37,39,41,43,13
,277,2008.03.22,3,3272627800 ,31,52784320 ,"1,104",1482169 ,"55,271",59211 ,"914,243",5000 ,10,12,13,15,25,29,20
,276,2008.03.15,3,3312569000 ,31,53428533 ,"1,161",1426602 ,"59,894",55308 ,"944,192",5000 ,4,15,21,33,39,41,25
,275,2008.03.08,1,10044066900 ,19,88105850 ,991,1689215 ,"51,657",64813 ,"884,959",5000 ,14,19,20,35,38,40,26
,274,2008.03.01,4,2505085575 ,37,45136678 ,"1,254",1331784 ,"57,315",58277 ,"923,057",5000 ,13,14,15,26,35,39,25
,273,2008.02.23,3,3339543100 ,21,79512931 ,"1,096",1523515 ,"56,192",59431 ,"942,078",5000 ,1,8,24,31,34,44,6
,272,2008.02.16,9,1104622800 ,39,42485493 ,"1,370",1209442 ,"63,219",52419 ,"1,017,199",5000 ,7,9,12,27,39,43,28
,271,2008.02.09,6,1565918150 ,28,55925649 ,"1,256",1246751 ,"59,418",52709 ,"956,127",5000 ,3,8,9,27,29,40,36
,270,2008.02.02,5,1927830060 ,32,50203908 ,"1,242",1293499 ,"59,807",53724 ,"971,485",5000 ,5,9,12,20,21,26,27
,269,2008.01.26,5,1961399940 ,22,74295453 ,"1,014",1611933 ,"50,514",64715 ,"866,762",5000 ,5,18,20,36,42,43,32
,268,2008.01.19,7,1350954515 ,35,45031818 ,"1,362",1157206 ,"61,857",50960 ,"969,153",5000 ,3,10,19,24,32,45,12
,267,2008.01.12,3,3257663300 ,28,58172559 ,"1,141",1427548 ,"55,101",59122 ,"925,922",5000 ,7,8,24,34,36,41,1
,266,2008.01.05,3,3207211700 ,36,44544607 ,"1,194",1343054 ,"58,820",54526 ,"986,495",5000 ,3,4,9,11,22,42,37
2007,265,2007.12.29,8,1200838575 ,19,84269374 ,"1,010",1585266 ,"52,966",60459 ,"889,156",5000 ,5,9,34,37,38,39,12
,264,2007.12.22,7,1344889200 ,27,58112497 ,"1,047",1498604 ,"50,096",62642 ,"840,243",5000 ,9,16,27,36,41,44,5
,263,2007.12.15,6,1551704900 ,27,57470552 ,937,1656036 ,"50,490",61466 ,"864,303",5000 ,1,27,28,32,37,40,18
,262,2007.12.08,2,4518741600 ,21,71726058 ,"1,106",1361888 ,"54,807",54966 ,"910,729",5000 ,9,12,24,25,29,31,36
,261,2007.12.01,3,3192299100 ,32,49879674 ,"1,104",1445788 ,"56,285",56717 ,"929,205",5000 ,6,11,16,18,31,43,2
,260,2007.11.24,4,2310085575 ,26,59232964 ,"1,284",1199422 ,"58,258",52871 ,"933,907",5000 ,7,12,15,24,37,40,43
,259,2007.11.17,2,4838533500 ,25,64513780 ,"1,030",1565869 ,"50,402",64000 ,"864,868",5000 ,4,5,14,35,42,45,34
,258,2007.11.10,4,2426434350 ,28,57772247 ,"1,724",938297 ,"54,638",59213 ,"901,197",5000 ,14,27,30,31,38,40,17
,257,2007.11.03,4,2391377025 ,18,88569520 ,"1,233",1292986 ,"57,977",54996 ,"954,861",5000 ,6,13,27,31,32,37,4
,256,2007.10.27,2,4891017000 ,34,47951148 ,"1,192",1367735 ,"56,975",57230 ,"938,980",5000 ,4,11,14,21,23,43,32
,255,2007.10.20,6,1598618550 ,13,122970658 ,"1,054",1516716 ,"55,422",57689 ,"945,297",5000 ,1,5,6,24,27,42,32
,254,2007.10.13,1,9741015900 ,33,49197050 ,"1,225",1325309 ,"59,196",54852 ,"978,906",5000 ,1,5,19,20,24,30,27
,253,2007.10.06,4,2466189525 ,20,82206318 ,"1,169",1406439 ,"57,084",57604 ,"942,682",5000 ,8,19,25,31,34,36,33
,252,2007.09.29,7,1391089715 ,24,67622417 ,"1,087",1493044 ,"51,895",62547 ,"874,916",5000 ,14,23,26,31,39,45,28
,251,2007.09.22,8,1282616400 ,40,42753880 ,"1,242",1376937 ,"62,015",55153 ,"1,028,991",5000 ,6,7,19,25,28,38,45
,250,2007.09.15,5,1994726280 ,17,97780700 ,"1,051",1581610 ,"51,328",64771 ,"887,737",5000 ,19,23,30,37,43,45,38
,249,2007.09.08,6,1663568700 ,29,57364438 ,"1,169",1423070 ,"56,034",59378 ,"926,776",5000 ,3,8,27,31,41,44,11
,248,2007.09.01,8,1227479363 ,23,71158224 ,"1,155",1417004 ,"58,847",55624 ,"961,562",5000 ,3,8,17,23,38,45,13
,247,2007.08.25,6,1669313900 ,29,57562549 ,"1,019",1638189 ,"52,284",63856 ,"884,542",5000 ,12,15,28,36,39,40,13
,246,2007.08.18,5,1911774240 ,26,61274816 ,"1,294",1231179 ,"59,600",53462 ,"959,025",5000 ,13,18,21,23,26,39,15
,245,2007.08.11,7,1382583129 ,35,46086105 ,"1,092",1477119 ,"57,445",56159 ,"959,435",5000 ,9,11,27,31,32,38,22
,244,2007.08.04,1,9121583100 ,25,60810554 ,"1,096",1387103 ,"54,930",55353 ,"900,577",5000 ,13,16,25,36,37,38,19
,243,2007.07.28,4,2408850000 ,29,55375863 ,"1,089",1474656 ,"54,055",59418 ,"918,683",5000 ,2,12,17,19,28,42,34
,242,2007.07.21,8,1234542375 ,36,45723792 ,"1,245",1322134 ,"60,644",54286 ,"975,863",5000 ,4,19,20,21,32,34,43
,241,2007.07.14,4,2552016300 ,34,50039536 ,967,1759405 ,"53,783",63267 ,"922,001",5000 ,2,16,24,27,28,35,21
,240,2007.07.07,2,5098251450 ,28,60693470 ,"1,084",1567728 ,"57,376",59238 ,"961,510",5000 ,6,10,16,40,41,43,21
,239,2007.06.30,9,1134140167 ,29,58662423 ,"1,083",1570832 ,"55,850",60921 ,"927,236",5000 ,11,15,24,39,41,44,7
,238,2007.06.23,9,1121660567 ,29,58016926 ,"1,066",1578322 ,"54,591",61640 ,"930,266",5000 ,2,4,15,28,31,34,35
,237,2007.06.16,7,1440630729 ,39,43095792 ,"1,098",1530725 ,"57,338",58626 ,"974,357",5000 ,1,11,17,21,24,44,33
,236,2007.06.09,2,5030040150 ,41,40894636 ,"1,046",1602945 ,"54,480",61553 ,"940,827",5000 ,1,4,8,13,37,39,7
,235,2007.06.02,3,3433330100 ,29,59195347 ,"1,178",1457271 ,"59,548",57657 ,"901,409",5000 ,21,22,26,27,31,37,8
,234,2007.05.26,4,2519743875 ,23,73036055 ,"1,049",1601363 ,"54,926",61167 ,"921,750",5000 ,13,21,22,24,26,37,4
,233,2007.05.19,10,999153750 ,26,64048318 ,"1,274",1307109 ,"62,535",53259 ,"1,021,168",5000 ,4,6,13,17,28,40,39
,232,2007.05.12,9,1110918400 ,18,92576534 ,"1,268",1314178 ,"65,000",51274 ,"1,023,708",5000 ,8,9,10,12,24,44,35
,231,2007.05.05,9,1088365900 ,19,85923624 ,"1,267",1288516 ,"59,311",55051 ,"970,465",5000 ,5,10,19,31,44,45,27
,230,2007.04.28,8,1292929163 ,25,68956222 ,"1,037",1662397 ,"56,346",61190 ,"971,324",5000 ,5,11,14,29,32,33,12
,229,2007.04.21,7,1451441100 ,27,62716591 ,"1,312",1290662 ,"67,524",50156 ,"1,089,603",5000 ,4,5,9,11,23,38,35
,228,2007.04.14,9,1146700334 ,39,44103859 ,"1,338",1285539 ,"66,002",52122 ,"1,036,309",5000 ,17,25,35,36,39,44,23
,227,2007.04.07,2,5253542400 ,24,72965867 ,"1,103",1587653 ,"56,663",61811 ,"942,116",5000 ,4,5,15,16,22,42,2
,226,2007.03.31,6,1744100150 ,38,45897373 ,"1,305",1336476 ,"64,076",54439 ,"1,026,364",5000 ,2,6,8,14,21,22,34
,225,2007.03.24,6,1777201800 ,41,43346386 ,"1,287",1380888 ,"65,281",54448 ,"1,080,798",5000 ,5,11,13,19,31,36,7
,224,2007.03.17,6,1808969950 ,26,69575768 ,"1,158",1562151 ,"60,549",59753 ,"1,025,571",5000 ,4,19,26,27,30,42,7
,223,2007.03.10,7,1498170600 ,39,44817070 ,"1,416",1234369 ,"67,509",51782 ,"1,107,956",5000 ,1,3,18,20,26,27,38
,222,2007.03.03,5,2275193820 ,33,57454390 ,"1,105",1715833 ,"57,093",66418 ,"981,530",5000 ,5,7,28,29,39,43,44
,221,2007.02.24,6,1800104250 ,44,40911461 ,"1,608",1119468 ,"75,459",47711 ,"1,167,205",5000 ,2,20,33,35,37,40,10
,220,2007.02.17,6,1958094950 ,28,69931963 ,"1,317",1486785 ,"67,271",58216 ,"1,122,150",5000 ,5,11,19,21,34,43,31
,219,2007.02.10,9,1208409167 ,41,44210092 ,"1,292",1402952 ,"63,889",56743 ,"1,065,147",5000 ,4,11,20,26,35,37,16
,218,2007.02.03,4,2779075800 ,26,71258354 ,"1,203",1540081 ,"60,492",61255 ,"996,397",5000 ,1,8,14,18,29,44,20
,217,2007.01.27,7,1611246172 ,29,64820249 ,"1,206",1558696 ,"64,156",58601 ,"1,066,490",5000 ,16,20,27,33,35,39,38
,216,2007.01.20,13,848506108 ,63,29181427 ,"2,612",703840 ,"79,174",46441 ,"1,157,342",5000 ,7,16,17,33,36,40,1
,215,2007.01.13,7,1587689615 ,32,57884518 ,"1,248",1484219 ,"65,898",56218 ,"1,062,967",5000 ,2,3,7,15,43,44,4
,214,2007.01.06,8,1406980875 ,36,52110403 ,"1,433",1309124 ,"70,219",53433 ,"1,167,625",5000 ,5,7,20,25,28,37,32
2006,213,2006.12.30,8,1376678025 ,33,55623355 ,"1,977",928463 ,"95,451",38462 ,"1,203,368",5000 ,2,3,4,5,20,24,42
,212,2006.12.23,4,2660747250 ,36,49273098 ,"1,228",1444489 ,"64,059",55382 ,"1,066,249",5000 ,11,12,18,21,31,38,8
,211,2006.12.16,10,1035800250 ,29,59528750 ,"1,308",1319828 ,"64,785",53295 ,"1,080,600",5000 ,12,13,17,20,33,41,8
,210,2006.12.09,2,5139085950 ,46,37239754 ,"1,298",1319745 ,"64,325",53262 ,"1,049,739",5000 ,10,19,22,23,25,37,39
,209,2006.12.02,6,1660896350 ,34,48849893 ,"1,358",1223046 ,"65,973",50351 ,"1,053,545",5000 ,2,7,18,20,24,33,37
,208,2006.11.25,6,1760767400 ,34,51787277 ,"1,224",1438536 ,"64,277",54787 ,"1,030,103",5000 ,14,25,31,34,40,44,24
,207,2006.11.18,5,2104673760 ,37,47402563 ,"1,203",1457935 ,"60,871",57627 ,"1,020,444",5000 ,3,11,14,31,32,37,38
,206,2006.11.11,5,2032859340 ,36,47056930 ,"1,549",1093641 ,"66,445",50992 ,"1,044,599",5000 ,1,2,3,15,20,25,43
,205,2006.11.04,6,1835221800 ,21,87391515 ,"1,098",1671423 ,"56,067",65466 ,"962,608",5000 ,1,3,21,29,35,37,30
,204,2006.10.28,8,1358347125 ,23,78744761 ,"1,180",1534856 ,"57,646",62837 ,"985,516",5000 ,3,12,14,35,40,45,5
,203,2006.10.21,5,2164564740 ,43,41948930 ,"1,328",1358287 ,"66,916",53913 ,"1,095,728",5000 ,1,3,11,24,30,32,7
,202,2006.10.14,6,1893391700 ,40,47334793 ,"1,232",1536844 ,"62,532",60558 ,"1,043,620",5000 ,12,14,27,33,39,44,17
,201,2006.10.07,1,9719465400 ,37,43781376 ,"1,347",1202607 ,"61,045",53073 ,"985,655",5000 ,3,11,24,38,39,44,26
,200,2006.09.30,8,1344616613 ,58,30910727 ,"1,387",1292590 ,"66,233",54137 ,"1,078,398",5000 ,5,6,13,14,17,20,7
,199,2006.09.23,2,5344252200 ,23,77452931 ,"1,049",1698206 ,"55,426",64281 ,"939,272",5000 ,14,21,22,25,30,36,43
,198,2006.09.16,6,1797855050 ,25,71914202 ,"1,050",1712243 ,"55,693",64564 ,"965,692",5000 ,12,19,20,25,41,45,2
,197,2006.09.09,6,1803018300 ,42,42929008 ,"1,229",1467062 ,"58,551",61588 ,"993,294",5000 ,7,12,16,34,42,45,4
,196,2006.09.02,15,727876520 ,27,67395975 ,"1,518",1198743 ,"58,079",62663 ,"937,967",5000 ,35,36,37,41,44,45,30
,195,2006.08.26,11,918992591 ,66,25527572 ,"1,691",996346 ,"70,324",47916 ,"1,067,833",5000 ,7,10,19,22,35,40,31
,194,2006.08.19,4,2650567875 ,21,84145012 ,"1,072",1648364 ,"53,559",65985 ,"917,061",5000 ,15,20,23,26,39,44,28
,193,2006.08.12,3,3404449700 ,20,85111243 ,"1,135",1499758 ,"58,638",58059 ,"974,398",5000 ,6,14,18,26,36,39,13
,192,2006.08.05,4,2445348375 ,38,42900849 ,"1,098",1484729 ,"55,766",58467 ,"943,042",5000 ,4,8,11,18,37,45,33
,191,2006.07.29,4,2577114675 ,23,74698977 ,"1,145",1500504 ,"59,650",57606 ,"1,017,334",5000 ,5,6,24,25,32,37,8
,190,2006.07.22,6,1784159450 ,33,54065438 ,"1,016",1756063 ,"53,791",66337 ,"918,127",5000 ,8,14,18,30,31,44,15
,189,2006.07.15,3,3461775100 ,33,52451138 ,"1,085",1595289 ,"52,193",66327 ,"903,280",5000 ,8,14,32,35,37,45,28
,188,2006.07.08,3,3501405200 ,33,53051594 ,"1,320",1326290 ,"61,227",57188 ,"1,016,219",5000 ,19,24,27,30,31,34,36
,187,2006.07.01,7,1544733900 ,19,94852082 ,"1,253",1438300 ,"59,780",60295 ,"981,217",5000 ,1,2,8,18,29,38,42
,186,2006.06.24,9,1187882600 ,46,38735303 ,"1,169",1524230 ,"58,566",60849 ,"984,795",5000 ,4,10,14,19,21,45,9
,185,2006.06.17,3,3522485800 ,34,51801262 ,"1,228",1434237 ,"65,938",53422 ,"1,055,823",5000 ,1,2,4,8,19,38,14
,184,2006.06.10,6,1747753050 ,31,56379131 ,"1,331",1313113 ,"63,344",55183 ,"1,054,829",5000 ,1,2,6,16,20,33,41
,183,2006.06.03,6,1777221500 ,25,71088860 ,"1,294",1373433 ,"67,137",52944 ,"1,039,403",5000 ,2,18,24,34,40,42,5
,182,2006.05.27,3,3721439400 ,44,42289085 ,"1,228",1515245 ,"59,004",63071 ,"1,000,820",5000 ,13,15,27,29,34,40,35
,181,2006.05.20,6,1941763300 ,24,80906805 ,"1,233",1574829 ,"60,637",64046 ,"1,028,918",5000 ,14,21,23,32,40,45,44
,180,2006.05.13,2,5763371550 ,35,54889253 ,"1,284",1496203 ,"62,876",61109 ,"1,047,300",5000 ,2,15,20,21,29,34,22
,179,2006.05.06,10,1081093920 ,53,33996665 ,"1,540",1170016 ,"69,956",51514 ,"1,125,523",5000 ,5,9,17,25,39,43,32
,178,2006.04.29,5,2254621080 ,44,42701157 ,"1,566",1199778 ,"74,612",50364 ,"1,200,574",5000 ,1,5,11,12,18,23,9
,177,2006.04.22,7,1693285500 ,30,65849992 ,"1,260",1567857 ,"64,437",61316 ,"1,097,033",5000 ,1,10,13,16,37,43,6
,176,2006.04.15,5,2314663080 ,40,48222148 ,"1,535",1256604 ,"76,689",50305 ,"1,191,081",5000 ,4,17,30,32,33,34,15
,175,2006.04.08,5,2371132620 ,48,41165497 ,"1,347",1466922 ,"67,585",58473 ,"1,137,627",5000 ,19,26,28,31,33,36,17
,174,2006.04.01,7,1771103058 ,26,79472574 ,"1,325",1559462 ,"64,999",63580 ,"1,101,483",5000 ,13,14,18,22,35,39,16
,173,2006.03.25,8,1487736788 ,63,31486493 ,"1,448",1369924 ,"78,349",50637 ,"1,261,354",5000 ,3,9,24,30,33,34,18
,172,2006.03.18,11,1081154073 ,19,104321885 ,"1,276",1553383 ,"65,456",60564 ,"1,111,595",5000 ,4,19,21,24,26,41,35
,171,2006.03.11,6,1961339700 ,19,103228406 ,"1,381",1420232 ,"71,461",54893 ,"1,113,068",5000 ,4,16,25,29,34,35,1
,170,2006.03.04,6,1923108250 ,27,71226232 ,"1,309",1469144 ,"67,030",57381 ,"1,125,608",5000 ,2,11,13,15,31,42,10
,169,2006.02.25,5,2482888380 ,31,66744312 ,"1,171",1766929 ,"62,705",65994 ,"1,069,471",5000 ,16,27,35,37,43,45,19
,168,2006.02.18,5,2349946920 ,54,36264613 ,"1,544",1268322 ,"74,504",52569 ,"1,233,043",5000 ,3,10,31,40,42,43,30
,167,2006.02.11,5,2491222920 ,36,57667198 ,"1,313",1581127 ,"64,208",64666 ,"1,122,401",5000 ,24,27,28,30,36,39,4
,166,2006.02.04,11,1111299982 ,28,72763690 ,"1,507",1351947 ,"70,751",57594 ,"1,140,980",5000 ,9,12,27,36,39,45,14
,165,2006.01.28,2,6767426700 ,40,56395223 ,"1,535",1469583 ,"78,820",57240 ,"1,297,194",5000 ,5,13,18,19,22,42,31
,164,2006.01.21,3,4054937900 ,39,51986384 ,"1,626",1246906 ,"74,835",54186 ,"1,250,274",5000 ,6,9,10,11,39,41,27
,163,2006.01.14,7,1629726515 ,47,40454205 ,"1,390",1367876 ,"66,604",57095 ,"1,099,200",5000 ,7,11,26,28,29,44,16
,162,2006.01.07,5,2308265760 ,33,58289540 ,"1,172",1641259 ,"61,205",62857 ,"1,057,899",5000 ,1,5,21,25,38,41,24
2005,161,2005.12.31,7,1996876272 ,63,33275487 ,"1,381",1517999 ,"66,233",63303 ,"1,116,934",5000 ,22,34,36,40,42,45,44
,160,2005.12.24,2,5490805350 ,32,57195890 ,"1,079",1696264 ,"58,680",62382 ,"1,022,787",5000 ,3,7,8,34,39,41,1
,159,2005.12.17,6,1755407300 ,24,73141971 ,"1,071",1639036 ,"54,933",63911 ,"920,378",5000 ,1,18,30,41,42,43,32
,158,2005.12.10,10,1069544340 ,45,39612754 ,"1,516",1175841 ,"67,910",52499 ,"1,071,741",5000 ,4,9,13,18,21,34,7
,157,2005.12.03,2,5484903750 ,28,65296474 ,"1,155",1582945 ,"61,650",59313 ,"1,028,734",5000 ,19,26,30,33,35,39,37
,156,2005.11.26,8,1401099900 ,30,62271107 ,"1,230",1518808 ,"59,506",62789 ,"998,192",5000 ,5,18,28,30,42,45,2
,155,2005.11.19,9,1193005734 ,37,48365098 ,"1,287",1390450 ,"62,882",56917 ,"1,035,003",5000 ,16,19,20,32,33,41,4
,154,2005.11.12,4,2836628700 ,32,59096432 ,"1,189",1590485 ,"60,181",62847 ,"1,020,067",5000 ,6,19,21,35,40,45,20
,153,2005.11.05,4,2730526125 ,52,35006746 ,"1,446",1258888 ,"71,562",50875 ,"1,137,072",5000 ,3,8,11,12,13,36,33
,152,2005.10.29,5,2278131840 ,30,63281440 ,"1,184",1603415 ,"60,282",62986 ,"1,021,147",5000 ,1,5,13,26,29,34,43
,151,2005.10.22,4,2716634025 ,45,40246430 ,"1,491",1214681 ,"68,250",53073 ,"1,113,528",5000 ,1,2,10,13,18,19,15
,150,2005.10.15,4,2831645850 ,46,41038346 ,"1,279",1475969 ,"65,200",57907 ,"1,100,850",5000 ,2,18,25,28,37,39,16
,149,2005.10.08,7,1639052143 ,43,44470407 ,"1,171",1632987 ,"60,450",63267 ,"1,016,240",5000 ,2,11,21,34,41,42,27
,148,2005.10.01,5,2323596420 ,35,55323725 ,"1,185",1634035 ,"63,358",61124 ,"1,079,664",5000 ,21,25,33,34,35,36,17
,147,2005.09.24,7,1700040215 ,35,56668008 ,"1,215",1632412 ,"62,412",63558 ,"1,067,800",5000 ,4,6,13,21,40,42,36
,146,2005.09.17,2,6043415250 ,34,59249170 ,"1,383",1456596 ,"62,524",64439 ,"1,038,812",5000 ,2,19,27,35,41,42,25
,145,2005.09.10,3,3797838200 ,38,49971556 ,"1,217",1560328 ,"63,120",60169 ,"1,093,545",5000 ,2,3,13,20,27,44,9
,144,2005.09.03,8,1402440413 ,38,49208436 ,"1,498",1248279 ,"74,181",50416 ,"1,180,411",5000 ,4,15,17,26,36,37,43
,143,2005.08.27,3,3954584700 ,35,56494068 ,"1,182",1672837 ,"57,130",69221 ,"986,951",5000 ,26,27,28,42,43,45,8
,142,2005.08.20,11,1018265564 ,28,66672150 ,"1,326",1407859 ,"64,602",57795 ,"1,067,644",5000 ,12,16,30,34,40,44,19
,141,2005.08.13,6,1900552400 ,29,65536290 ,"1,144",1661323 ,"58,203",65308 ,"1,000,591",5000 ,8,12,29,31,42,43,2
,140,2005.08.06,5,2109462840 ,34,51702521 ,"1,310",1341898 ,"64,372",54617 ,"1,082,575",5000 ,3,13,17,18,19,28,8
